EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5546746,JEFFERSON (ZONE), ,03/07/1996,800,Flood, , ,0,0,200000,0,AL,CST, ,2030284,Z,24,BMX,0,0, , , , , , , , , ,03/07/1996,1600, , , , ,"","Village Creek in Ensley flooded once again when over six inches of rain fell in a two day period.",1
5629935,LOWER BALDWIN (ZONE), ,02/15/1998,1500,Flood, , ,0,0,25000,0,AL,CST, ,2072909,Z,64,MOB,0,0, , , , , , , , , ,02/15/1998,2100, , , , ,"","Coastal Flooding... Strong east to southeast winds, with gusts to 55 mph, caused water to pile up along the west parts of Mobile Bay and along the Gulf coastal areas in Baldwin and Escambia counties from Orange Beach to Pensacola Pass.  In Mobile county...County Road 193, leading to the Dauphin Island Bridge,  had to be closed south of Alabama Port for a couple of hours due to high water  putting debris across the roadway.  Part of the road was washed out by the high waves blowing across the road.  The tides at the Alabama State Docks reached 3.4 feet ,  3.0 feet at Bayou La Batre and 2.5 feet at Little Dauphin Island.
In Baldwin county...Several homes on stilts along the beach area in Orange Beach, had water  two to three feet deep under them (where sand is usually at).
In Escambia county...Several boats and piers were damaged  on Grand Lagoon and Perdido Bay by the high waves generated by the strong winds.",2
5629934,LOWER MOBILE (ZONE), ,02/15/1998,1500,Flood, , ,0,0,30000,0,AL,CST, ,2072909,Z,63,MOB,0,0, , , , , , , , , ,02/15/1998,2100, , , , ,"","Coastal Flooding... Strong east to southeast winds, with gusts to 55 mph, caused water to pile up along the west parts of Mobile Bay and along the Gulf coastal areas in Baldwin and Escambia counties from Orange Beach to Pensacola Pass.  In Mobile county...County Road 193, leading to the Dauphin Island Bridge,  had to be closed south of Alabama Port for a couple of hours due to high water  putting debris across the roadway.  Part of the road was washed out by the high waves blowing across the road.  The tides at the Alabama State Docks reached 3.4 feet ,  3.0 feet at Bayou La Batre and 2.5 feet at Little Dauphin Island.
In Baldwin county...Several homes on stilts along the beach area in Orange Beach, had water  two to three feet deep under them (where sand is usually at).
In Escambia county...Several boats and piers were damaged  on Grand Lagoon and Perdido Bay by the high waves generated by the strong winds.",3
5629937,LOWER BALDWIN (ZONE), ,02/22/1998,630,Flood, , ,0,0,20000,0,AL,CST, ,2072911,Z,64,MOB,0,0, , , , , , , , , ,02/22/1998,800, , , , ,"Coastal Flooding... Strong easterly winds of 40 to 50 mph developed behind a line of eastward moving thunderstorms (Bubble High formed) .  The winds caused high waves between Gulf Shores and Orange Beach.  Two to three big waves (up to 4 feet high)  moved ashore and carried loose objects  into the surf as the waves receded.  No one was injured.  One person saw the larger waves moving ashore and alerted a couple of people on the beach.  They were then able to get to higher ground before the waves crashed ashore.","",4
5639831,LOWER MOBILE (ZONE), ,03/08/1998,200,Flood, , ,0,0,25000,0,AL,CST, ,2074459,Z,63,MOB,0,0, , , , , , , , , ,03/08/1998,600, , , , ,"","Coastal Flooding...A strong persistent southerly wind caused coastal flooding and beach erosion from Orange Beach to Dauphin Island for the second month in a row.  The tide gage at the Alabama state Docks reached a little over three feet around 200 am.  The west bound lanes  of the causeway had to be closed for a while due to high water and debris in the road.  Highway 193 leading to the Dauphin Island Bridge had water blown across it by the crashing waves.",5
5639830,LOWER BALDWIN (ZONE), ,03/08/1998,200,Flood, , ,0,0,15000,0,AL,CST, ,2074459,Z,64,MOB,0,0, , , , , , , , , ,03/08/1998,600, , , , ,"","Coastal Flooding...A strong persistent southerly wind caused coastal flooding and beach erosion from Orange Beach to Dauphin Island for the second month in a row.  The tide gage at the Alabama state Docks reached a little over three feet around 200 am.  The west bound lanes  of the causeway had to be closed for a while due to high water and debris in the road.  Highway 193 leading to the Dauphin Island Bridge had water blown across it by the crashing waves.",6
5632269,DALE (ZONE), ,03/08/1998,1200,Flood, , ,0,0,125000000,0,AL,EST, ,2074368,Z,66,TAE,0,0, , , , , , , , , ,03/17/1998,0, , , , ,"","An intense Gulf storm deposited up to 14 inches of rain across southeast Alabama on March 6-8.  Houston, Dale, and Geneva counties were declared federal disaster areas.  In Geneva County, runoff from torrential rains in Coffee and Dale counties pushed the Chotawhatchee River out of its banks.  Resultant flooding the week of March 8 damaged 85 homes, washed out many of the county roads and closed State Highway 27 south from Geneva.  An estimated 300 residents were without water.  Communities suffering the worst damage were Malvern, Slocomb, Geneva, and Samson.  The Choctawhatchee River at Geneva crested near 39.3 feet on March 9.  In Houston County, 60 roads were closed.  At Cottonwood, several families were evacuated.  Approximately 175 homes sustained flood damage.  In Dale County, numerous county and state roads were flooded.  Between 300 and 400 homes were damaged.  The Choctawhatchee River at Newton crested near 34.6 feet (third highest) on March 9.  In Henry County,  flood damage to county roads alone was estimated near $440,000.",7
5632270,GENEVA (ZONE), ,03/08/1998,1200,Flood, , ,0,0,15000000,0,AL,EST, ,2074368,Z,68,TAE,0,0, , , , , , , , , ,03/17/1998,0, , , , ,"","An intense Gulf storm deposited up to 14 inches of rain across southeast Alabama on March 6-8.  Houston, Dale, and Geneva counties were declared federal disaster areas.  In Geneva County, runoff from torrential rains in Coffee and Dale counties pushed the Chotawhatchee River out of its banks.  Resultant flooding the week of March 8 damaged 85 homes, washed out many of the county roads and closed State Highway 27 south from Geneva.  An estimated 300 residents were without water.  Communities suffering the worst damage were Malvern, Slocomb, Geneva, and Samson.  The Choctawhatchee River at Geneva crested near 39.3 feet on March 9.  In Houston County, 60 roads were closed.  At Cottonwood, several families were evacuated.  Approximately 175 homes sustained flood damage.  In Dale County, numerous county and state roads were flooded.  Between 300 and 400 homes were damaged.  The Choctawhatchee River at Newton crested near 34.6 feet (third highest) on March 9.  In Henry County,  flood damage to county roads alone was estimated near $440,000.",8
5632444,HOUSTON (ZONE), ,03/08/1998,1200,Flood, , ,0,0,85000000,0,AL,EST, ,2074368,Z,69,TAE,0,0, , , , , , , , , ,03/17/1998,0, , , , ,"","An intense Gulf storm deposited up to 14 inches of rain across southeast Alabama on March 6-8.  Houston, Dale, and Geneva counties were declared federal disaster areas.  In Geneva County, runoff from torrential rains in Coffee and Dale counties pushed the Chotawhatchee River out of its banks.  Resultant flooding the week of March 8 damaged 85 homes, washed out many of the county roads and closed State Highway 27 south from Geneva.  An estimated 300 residents were without water.  Communities suffering the worst damage were Malvern, Slocomb, Geneva, and Samson.  The Choctawhatchee River at Geneva crested near 39.3 feet on March 9.  In Houston County, 60 roads were closed.  At Cottonwood, several families were evacuated.  Approximately 175 homes sustained flood damage.  In Dale County, numerous county and state roads were flooded.  Between 300 and 400 homes were damaged.  The Choctawhatchee River at Newton crested near 34.6 feet (third highest) on March 9.  In Henry County,  flood damage to county roads alone was estimated near $440,000.",9
5632443,HENRY (ZONE), ,03/08/1998,1200,Flood, , ,0,0,5000000,0,AL,EST, ,2074368,Z,67,TAE,0,0, , , , , , , , , ,03/17/1998,0, , , , ,"","An intense Gulf storm deposited up to 14 inches of rain across southeast Alabama on March 6-8.  Houston, Dale, and Geneva counties were declared federal disaster areas.  In Geneva County, runoff from torrential rains in Coffee and Dale counties pushed the Chotawhatchee River out of its banks.  Resultant flooding the week of March 8 damaged 85 homes, washed out many of the county roads and closed State Highway 27 south from Geneva.  An estimated 300 residents were without water.  Communities suffering the worst damage were Malvern, Slocomb, Geneva, and Samson.  The Choctawhatchee River at Geneva crested near 39.3 feet on March 9.  In Houston County, 60 roads were closed.  At Cottonwood, several families were evacuated.  Approximately 175 homes sustained flood damage.  In Dale County, numerous county and state roads were flooded.  Between 300 and 400 homes were damaged.  The Choctawhatchee River at Newton crested near 34.6 feet (third highest) on March 9.  In Henry County,  flood damage to county roads alone was estimated near $440,000.",10
